[Tue 12:02:53] <dlongley>	scribe: dlongley
[Tue 12:59:49] <dlongley>	kimhd: We'll revisit finalizing the mission statement after naming.
[Tue 12:59:53] <ChristopherA>	Post to group for last call of putting possible items into poll
[Tue 12:59:55] <dlongley>	+1
[Tue 12:59:59] <manu>	+1
[Tue 13:00:26] <dlongley>	ChristopherA: We need to post to the group a call for more work items if any. If people can talk to others in other groups who want credentials/DV if they want to participate to come over.
[Tue 13:00:30] <kimhd>	ACTION: Chairs finalize missions statement after after decision of group naming
[Tue 13:00:41] <dlongley>	ChristopherA: I'd like more open badges, blockstack, others who have shown up for meetings in the past, etc.
[Tue 13:00:51] <dlongley>	ChristopherA: Are you part of the DI group, manu?
[Tue 13:00:52] <dlongley>	manu: Nope.
[Tue 13:01:24] <dlongley>	ChristopherA: We should try to get them to come, all those people want to use VC and credentials. R3 also talking about self sovereign identity recently with different requirements. I'd like to get that clarity and get those people in.
[Tue 13:01:30] <dlongley>	kimhd: We're at time :)
[Tue 13:01:30] <dlongley>	present+ sporny, longley, lehn, kimhd, ChristopherA, JoeAndrieu, amigus, burn, stone, kostas, lake
