[2024-06-24T14:58:24.259Z]	<Ildiko_Mazar> agenda: https://lists.w3.org/Archives/Public/public-vc-edu/2024Jun/0003.html
[2024-06-24T15:27:18.223Z]	<Transcriber>	Mahesh_Balan_-_pocketcred.com: All right sorry um um I just um I think I I missed the there was probably uh presentation on ASU pocket and the tln network maybe 2 weeks back uh and uh I was wondering if it's possible for you or somebody else uh who was there to give a quick summary of uh where the progress is I'm very interested in that particular project uh it's right uh right in my backyard thank you.
[2024-06-24T15:27:20.277Z]	<Transcriber>	Dmitri_Zagidulin: Thank you Mahesh.
[2024-06-24T15:27:24.782Z]	<Transcriber>	Dmitri_Zagidulin: Who who wants to give a summary of uh the ASU presentation.
[2024-06-24T15:27:33.288Z]	<Transcriber>	Dmitri_Zagidulin: We should have a recording uh up in the minutes.
[2024-06-24T15:27:37.786Z]	<Ildiko_Mazar>	@Mahes, we are sill to deliver the Pocket presentation.
[2024-06-24T15:27:52.287Z]	<Transcriber>	Dmitri_Zagidulin: Ah okay so so uh mentioned so the ASU pocket presentation uh was scheduled for previously but had to be moved uh due to speaker.
[2024-06-24T15:27:58.127Z]	<Transcriber>	Dmitri_Zagidulin: So that's coming up so you haven't missed anything yet.
[2024-06-24T15:28:00.089Z]	<Transcriber>	Mahesh_Balan_-_pocketcred.com: All right great thank you so much yeah.
[2024-06-24T15:28:06.986Z]	<Transcriber>	Dmitri_Zagidulin: Any other questions any questions about the uh.
[2024-06-24T15:28:10.945Z]	<Transcriber>	Dmitri_Zagidulin: Notion of self-assured credentials on.
[2024-06-24T15:28:11.521Z]	<Ildiko_Mazar>	The recording of the LER session can be found at: https://w3c-ccg.github.io/meetings/2024-06-03-vc-education/
[2024-06-24T15:28:20.497Z]	<Transcriber>	Dmitri_Zagidulin: Uh have any of you either implemented a wallet or have used the wallet that has included tools to create self issued credentials you'll go ahead.
[2024-06-24T15:29:27.208Z]	<PL/T3>	Ildiiko self-issue credentials are simiilarly 'sealed' cryptographically  when they are created.
[2024-06-24T15:29:56.234Z]	<Transcriber>	Dmitri_Zagidulin: Thanks so the account and yeah it's a it's a tough technological problem how do you electronically sign how do you seal these self issued credentials again not that it's difficult to sign.
[2024-06-24T15:30:01.193Z]	<Transcriber>	Dmitri_Zagidulin: Uh to to create a signature it it's 1 function call right.
[2024-06-24T15:30:12.234Z]	<Transcriber>	Dmitri_Zagidulin: Signing part is Trivial technologically what's not trivial what what I suspect is referring to and and what 1 of the things that uh we're investigating with Phil long is.
[2024-06-24T15:30:20.251Z]	<Transcriber>	Dmitri_Zagidulin: Once it's signed how do you get the key or the identifier in a directory somewhere how do you.
[2024-06-24T15:30:23.570Z]	<Ildiko_Mazar>	EDCs must be signed by an eIDAS compliant electronic seal (can't be sealed by an individual's electronic signature). It's a trust issue.
[2024-06-24T15:30:24.207Z]	<Transcriber>	Dmitri_Zagidulin: How do you hook into the known issue or mechanism.
[2024-06-24T15:30:24.542Z]	<Transcriber>	Dmitri_Zagidulin:  how do you.
[2024-06-24T15:30:26.693Z]	<Transcriber>	Dmitri_Zagidulin: To identify the person.
[2024-06-24T15:30:30.714Z]	<Transcriber>	Dmitri_Zagidulin: And again in the case of uh.
[2024-06-24T15:30:35.208Z]	<Transcriber>	Dmitri_Zagidulin: Classic universities companies uh other providers.
[2024-06-24T15:30:41.225Z]	<Transcriber>	Dmitri_Zagidulin: Yeah so as a Zelda mentions in um in chat in the European Union model.
[2024-06-24T15:30:47.723Z]	<Transcriber>	Dmitri_Zagidulin: Uh credentials must be signed by an EIT compliant electronic seal which means.
[2024-06-24T15:30:56.720Z]	<Transcriber>	Dmitri_Zagidulin: What does that mean it means that the issuer has to be on a registry on a list this year has had to have gone through.
[2024-06-24T15:30:58.994Z]	<Transcriber>	Dmitri_Zagidulin:  uh organ.
[2024-06-24T15:31:01.200Z]	<Transcriber>	Dmitri_Zagidulin: Organizational identity verification.
[2024-06-24T15:31:14.059Z]	<Transcriber>	Dmitri_Zagidulin: So again and since those uh identity verifications are for organizations and and cannot be uh sort of by legislation uh with natural persons what do we do about people.
[2024-06-24T15:31:22.983Z]	<Transcriber>	Dmitri_Zagidulin: That there's let's talk about what what the options are and then uh some guesses on what the.
[2024-06-24T15:31:25.507Z]	<Transcriber>	Dmitri_Zagidulin: Well some of the solutions could be alright so.
[2024-06-24T15:31:28.164Z]	<Ildiko_Mazar>	And how can third party viewers trust the content of credentials if they contain claims about the issuers themselves.
[2024-06-24T15:31:29.018Z]	<Transcriber>	Dmitri_Zagidulin: The the trivial option is of course.
[2024-06-24T15:31:37.814Z]	<Nate_Otto>	My project ORCA enables self-claiming of credentials within the governance rules of a community, but the community (currently using did:web) is the issuer and signer. I haven't yet seen any wallets that are really enabling self-issuing and signing with a key associated with the same ID (e.g. did:key) that they use to receive credentials. I'm sure we'll see some self-issuing features in wallets eventually.
[2024-06-24T15:31:41.908Z]	<Transcriber>	Dmitri_Zagidulin: Yeah so as I mentioned in chat uh how can third-party viewers trust the contents of the credentials if they are self claimed if their claims about the issues themselves.
[2024-06-24T15:31:55.500Z]	<Transcriber>	Dmitri_Zagidulin: Yeah that's that's the key question how do we get the signature on a directory somewhere or at least how do we identify who the signer was and then how does the verifier trust the claims.
[2024-06-24T15:32:01.321Z]	<Transcriber>	Dmitri_Zagidulin: And there's a couple of options uh in terms of uh increasing Trust.
[2024-06-24T15:32:04.826Z]	<Transcriber>	Dmitri_Zagidulin: 1 is again evidence.
[2024-06-24T15:32:08.835Z]	<Transcriber>	Dmitri_Zagidulin: You don't just like in the non-credentialed.
[2024-06-24T15:32:09.130Z]	<Transcriber>	Dmitri_Zagidulin:  you don't.
[2024-06-24T15:32:19.880Z]	<Transcriber>	Dmitri_Zagidulin: Don't take people's uh word just at face value you also asked to provide evidence evidence of the skill evidence of the project completion of the output.
[2024-06-24T15:32:22.345Z]	<Transcriber>	Dmitri_Zagidulin: And in addition.
[2024-06-24T15:32:29.491Z]	<Transcriber>	Dmitri_Zagidulin: We have these well-known mechanisms of letters of recommendation letters of endorsement uh.
[2024-06-24T15:32:32.450Z]	<Transcriber>	Dmitri_Zagidulin: We have the.
[2024-06-24T15:32:49.519Z]	<Transcriber>	Dmitri_Zagidulin: Uh references available upon request at the end of a resume which realistically means that somebody in HR is going to call up your uh previous manager previous teammate and and and just try to.
[2024-06-24T15:32:55.468Z]	<Transcriber>	Dmitri_Zagidulin: Confirm what you claimed again the the reason that.
[2024-06-24T15:33:07.732Z]	<Transcriber>	Dmitri_Zagidulin: Self issued claims are valuable uh is really easy to demonstrate a resume is nothing but a collection of self-assured claims.
[2024-06-24T15:33:13.230Z]	<Transcriber>	Dmitri_Zagidulin: Is valuable absolutely that that is how so much of our employment world.
[2024-06-24T15:33:34.010Z]	<Transcriber>	Dmitri_Zagidulin: Uh rests on so what we're what we're sort of competing against what we're what we're racing against is can we provide in these digital signatures in these digital credentials can we provide equivalent or hopefully more value than a regular paper resume uh go ahead elico you're on the queue.
[2024-06-24T15:34:24.569Z]	<Transcriber>	Dmitri_Zagidulin: Yeah excellent point thank you for bringing that up uh thank you for bringing that let's talk about that so.
[2024-06-24T15:34:46.644Z]	<Transcriber>	Dmitri_Zagidulin: As as a brief side note about is it better than a paper resume uh 1 of my favorite essays uh from uh I think early 2000s Was Won by uh Joel spolsky who is incidentally um the founder of the company that created stack Overflow as well as Trello and and a couple other things uh.
[2024-06-24T15:34:52.492Z]	<Transcriber>	Dmitri_Zagidulin: Great guy wrote a lot about uh issue tracking and uh managing Developers.
[2024-06-24T15:34:52.955Z]	<Transcriber>	Dmitri_Zagidulin:  1 of the.
[2024-06-24T15:34:53.261Z]	<Transcriber>	Dmitri_Zagidulin: See what we said.
[2024-06-24T15:35:05.562Z]	<Transcriber>	Dmitri_Zagidulin: Is in developing an issue tracker you're not just competing against jira or Microsoft or other people that are providing the software you're competing against.
[2024-06-24T15:35:09.060Z]	<Transcriber>	Dmitri_Zagidulin: An open notepad file.
[2024-06-24T15:35:22.148Z]	<Transcriber>	Dmitri_Zagidulin: You're competing against uh just a simple file in a text editor I always think about that uh in in the area of credentials especially when employment and ress I always think just like when creating a software are you better than.
[2024-06-24T15:35:33.192Z]	<Transcriber>	Dmitri_Zagidulin: Open text file in terms of jotting down notes Here Again the question is can we be better than a paper resume and as Elder Co points out.
[2024-06-24T15:35:57.239Z]	<Transcriber>	Dmitri_Zagidulin: The 1 of the low-hanging fruit 1 of the sort of holy Grails of this whole field is not just the digital signature the value of verifiable credentials whether institutionally issued or self issued is not just a signature it's not just the reputation that the issuer brings to the table it's the fact that it is structured data what do we mean by that so.
[2024-06-24T15:36:04.164Z]	<Transcriber>	Dmitri_Zagidulin: Uh if you look at the world of data uh as a developer there's essentially only 2 kinds of data.
[2024-06-24T15:36:08.178Z]	<Transcriber>	Dmitri_Zagidulin: Raw text or unstructured text.
[2024-06-24T15:36:08.530Z]	<Transcriber>	Dmitri_Zagidulin:  this is what you.
[2024-06-24T15:36:19.202Z]	<Transcriber>	Dmitri_Zagidulin: Get when I don't know you write an email or you scan in an ebook or you scan in a resume right you're applying to a job portal and it's like.
[2024-06-24T15:36:29.788Z]	<Transcriber>	Dmitri_Zagidulin: Upload your resume in word or PDF format there that's on structured data it's uh long paragraph of text meant to to be for human consumption.
[2024-06-24T15:36:33.244Z]	<Transcriber>	Dmitri_Zagidulin: But what does an analytical system.
[2024-06-24T15:36:35.750Z]	<Transcriber>	Dmitri_Zagidulin: What does machine readable code.
[2024-06-24T15:36:53.836Z]	<Transcriber>	Dmitri_Zagidulin: What can go do with that and of course now these days we have large language models we have uh AIS with with all of their benefits and um and drawbacks and and part of the reason why there is such hype about AI is that they let us.
[2024-06-24T15:36:59.183Z]	<Transcriber>	Dmitri_Zagidulin: Text free form text.
[2024-06-24T15:37:03.282Z]	<Transcriber>	Dmitri_Zagidulin: Scanned in resume into hopefully.
[2024-06-24T15:37:12.863Z]	<Transcriber>	Dmitri_Zagidulin: This is still being demonstrated a number of experiments the hope is that we can turn that unstructured text into structured data what do we mean by that.
[2024-06-24T15:37:16.162Z]	<Ildiko_Mazar>	Very-very true. And while I fear that we won't see many self-claimed degrees floating around :-), in today's world where so much learning is happening non-formally, documenting skills in ANY way, has great advantages (without legally binding signatures).
[2024-06-24T15:37:23.496Z]	<Transcriber>	Dmitri_Zagidulin: We mean machine readable records we mean uh fields that are defined uh we we're all familiar with these records the these are.
[2024-06-24T15:37:49.193Z]	<Transcriber>	Dmitri_Zagidulin: Uh anytime you fill out a form or or use a spreadsheet uh although form is slightly better example than a spreadsheet right uh this is where columns and fields are defined the data structure is known and the receiver knows what to do with it it knows that this field is a name this field is um the name of the place that you worked and this field is how long you worked there that sort of thing.
[2024-06-24T15:37:58.148Z]	<Transcriber>	Dmitri_Zagidulin: In general 1 of the 1 of the main value propositions of verifiable credentials is.
[2024-06-24T15:38:06.624Z]	<Transcriber>	Dmitri_Zagidulin: Usually the issuer or the implementer of the software that was used to to create this thing.
[2024-06-24T15:38:15.193Z]	<Transcriber>	Dmitri_Zagidulin: Did the the cognitive work and the user interface the hard ux work of.
[2024-06-24T15:38:18.127Z]	<Transcriber>	Dmitri_Zagidulin: Turning this record into.
[2024-06-24T15:38:30.140Z]	<PL/T3>	person identity - notarization is the personal identity verifidation.

Great point Dmitri. Are we over interpreting the value of a corporate or non-profit entity's assertions over self-issued claim?  Structured data helps narrow the gap. But the additional processes behind which the experiences by which a claim of skill  was acquired follows 'best practices' that are considered more likely to increase acquisition of the skill, and have assessments made along the way to measure that.
[2024-06-24T15:38:31.701Z]	<Transcriber>	Dmitri_Zagidulin: Something that just meant for for human ball into structured data which means that it's actionable hopefully if you have the right system it's actionable uh now let's see there's some good good comments in chat um.
[2024-06-24T15:38:33.637Z]	<Transcriber>	Dmitri_Zagidulin: Sounds very true.
[2024-06-24T15:38:39.159Z]	<Transcriber>	Dmitri_Zagidulin: We won't see many self-claimed degrees.
[2024-06-24T15:38:44.177Z]	<Transcriber>	Dmitri_Zagidulin: Much learning is happening non formerly yeah absolutely absolutely.
[2024-06-24T15:38:48.150Z]	<Transcriber>	Dmitri_Zagidulin: Uh Phyllis pointing out that uh.
[2024-06-24T15:38:54.674Z]	<Transcriber>	Dmitri_Zagidulin: In in terms of uh personal identity in terms this is the issue that we're talking about earlier.
[2024-06-24T15:39:02.233Z]	<Transcriber>	Dmitri_Zagidulin: How do we know who the credential is from 1 of the very powerful Tools in this uh toolkit is.
[2024-06-24T15:39:19.214Z]	<Transcriber>	Dmitri_Zagidulin: Uh infrastructure right like we're all hopefully familiar with no Republic uh which is if you think about it an interface between the formal world of government and bureaucracy and the messy human.
[2024-06-24T15:39:33.252Z]	<Transcriber>	Dmitri_Zagidulin: It's no no much like LM is a mechanism to turn on structure text into hopefully structured in a way notaries are a mechanism.
[2024-06-24T15:39:39.206Z]	<Transcriber>	Dmitri_Zagidulin: Or at least partially.
[2024-06-24T15:39:48.706Z]	<Transcriber>	Dmitri_Zagidulin: Selfish should claims into witnessed and verified claims and giving them uh a set of structure and formality.
[2024-06-24T15:39:53.700Z]	<Transcriber>	Dmitri_Zagidulin: Now let's see uh there's also an excellent comment from Nate.
[2024-06-24T15:40:07.301Z]	<Transcriber>	Dmitri_Zagidulin: That I think I may have missed as the transcriber was scrolling the documents ah Nate was talking about project Orca enabling self claiming of credentials within the government's rule of a community.
[2024-06-24T15:40:13.263Z]	<Transcriber>	Dmitri_Zagidulin: Uh I haven't seen any wallets ah scrolled off uh Nate uh please feel free to hop on the.
[2024-06-24T15:40:19.246Z]	<Transcriber>	Dmitri_Zagidulin: On the Queue we'd love to hear about uh your project and and it's a a really good point that uh there is.
[2024-06-24T15:40:32.875Z]	<Transcriber>	Dmitri_Zagidulin: It's not a binary ahnaf between uh traditional institutions and and people we have many other nodes in the middle such as a a given Community whether it's a uh.
[2024-06-24T15:40:39.427Z]	<Transcriber>	Dmitri_Zagidulin: AA club and Association uh and so on I'm sure you can explain it better.
[2024-06-24T15:40:41.434Z]	<Transcriber>	Dmitri_Zagidulin: But it's an excellent point.
[2024-06-24T15:41:28.647Z]	<Transcriber>	Nate_Otto: Um so Orca is an open source piece of software that aims to be a badge platform for communities of practice whatever that community of practice is it could be uh sports team who primarily wants to have people show up to the pickup practices um or it could be a department of a university you know engaging in formal education and they can set up their achievements with whatever governance rule they like in terms of what it takes to earn them um and self claiming is is available so it's interesting to see the presence of many possible communities whether they're these tiny little things that may fly as spin up for a very small purpose or storied institutions that um last for hundreds of years.
[2024-06-24T15:42:03.083Z]	<Transcriber>	Nate_Otto: Um as intermediaries in the space that exists for the purpose of enabling people to self claim um the skills that they have and then get peer validation and endorsement from the other people in the community um it's 1 possible approach here I think it's also compatible with sort of pure self claiming where maybe you have some key material in a wallet somewhere and you're creating credentials signed by and to the same uh credential subject I haven't seen a whole lot of that happening yet although I'm sure that um we will as there are destinations for.
[2024-06-24T15:42:09.386Z]	<Transcriber>	Nate_Otto: To actually go and be turned back into real insights and real um.
[2024-06-24T15:42:14.476Z]	<Transcriber>	Nate_Otto: Uh actionable you know intelligence um like you said.
[2024-06-24T15:42:24.485Z]	<Transcriber>	Dmitri_Zagidulin: Thank you so much Nate yeah these are really excellent point uh from from Milo and Nate uh it'll go point that uh in addition to the difficulty of uh.
[2024-06-24T15:42:26.288Z]	<Naomi>	hi, I struggle with the level of effort required for self-reported or peer-attested credentials given that AI can make us less reliant on structured data. That said, love the idea of community feedback being mobile! We do have to be better than a piece of paper.
[2024-06-24T15:42:34.707Z]	<Transcriber>	Dmitri_Zagidulin: Identity verification don't forget about the value proposition of structured data uh even even if self issued and then Nate bringing up several excellent points such as.
[2024-06-24T15:42:42.670Z]	<Transcriber>	Dmitri_Zagidulin: 1 there's communities and and groups and all sorts of other issuers that could be potentially uh.
[2024-06-24T15:42:50.213Z]	<Transcriber>	Dmitri_Zagidulin: Business value both of reputationally and and organizationally so so that's an excellent point and then uh as Nate mentioned um.
[2024-06-24T15:43:02.690Z]	<Transcriber>	Dmitri_Zagidulin: We still shouldn't forget about individual people right we've got these wallets and what do wallets do they manage cryptographic Keys which means we have.
[2024-06-24T15:43:07.159Z]	<Transcriber>	Dmitri_Zagidulin: Much of the infrastructure for people to manage their own keys.
[2024-06-24T15:43:17.691Z]	<Transcriber>	Dmitri_Zagidulin: But that last mile that the difficulties of course had to identify them how do we get them on a registry that Maps a key to a person uh.
[2024-06-24T15:43:21.077Z]	<PL/T3>	I think those of us interested in self-issued credentials are trying to align existing formal organizational practices that in HE speak are often captured under the practices of accreditation. How do we enable individuals to have  forms of third-party assessment of the claims.
[2024-06-24T15:43:32.230Z]	<Transcriber>	Dmitri_Zagidulin: 1 1 of the possible solutions was already mentioned by Phil Long and that is notaries right you you can use uh notaries as an active as a trust anchor uh where notaries can issue a notarization credential that says okay I checked this person's.
[2024-06-24T15:43:40.188Z]	<Transcriber>	Dmitri_Zagidulin: And this key uh allegedly belongs to Demetrius aadan right so that's that's 1 option and then.
[2024-06-24T15:43:43.671Z]	<Transcriber>	Dmitri_Zagidulin: Uh the other option that I uh.
[2024-06-24T15:43:49.701Z]	<Transcriber>	Dmitri_Zagidulin: So that is my personal suspicion that may play a role is of course address books.
[2024-06-24T15:43:53.688Z]	<Transcriber>	Dmitri_Zagidulin: Meaning we all carry in all of our phones.
[2024-06-24T15:43:54.091Z]	<Transcriber>	Dmitri_Zagidulin:  essentially I trust.
[2024-06-24T15:44:05.692Z]	<Transcriber>	Dmitri_Zagidulin: Right that we use to filter incoming phone calls that we this this person calling ah okay it's uh it's Grandma it's my car dealership whatever right.
[2024-06-24T15:44:27.538Z]	<Ildiko_Mazar>	How would this look like in a digitally signed credential? The self-signed cred is re-signed by the notary (envelope in envelope style)?
[2024-06-24T15:44:37.876Z]	<Transcriber>	Dmitri_Zagidulin: They're identify they're opaque identifier the phone number is in my registry which is the address book right but the nice thing about uh even today's uh phone address books is that they have a bunch of fields emails uh address phone number and they all have we don't really use them it's not really used much but the capabilities there they all have fields to record identifiers and keys and so I definitely want to see more done with that but we've got uh more interesting conversation in chat.
[2024-06-24T15:44:38.817Z]	<PL/T3>	Personal recommendation graphs can become  the equivalent of address books
[2024-06-24T15:44:41.201Z]	<Transcriber>	Dmitri_Zagidulin: Naomi mentioned level of effort.
[2024-06-24T15:44:53.417Z]	<PL/T3>	Q+
[2024-06-24T15:44:54.684Z]	<Transcriber>	Dmitri_Zagidulin: Right uh level of effort required for self-reported or peer tested credentials.
[2024-06-24T15:45:01.668Z]	<Transcriber>	Dmitri_Zagidulin: Uh an excellent point pill Phil mentions that uh.
[2024-06-24T15:45:10.175Z]	<Transcriber>	Dmitri_Zagidulin: Those of us interested in South Asia credentials are trying to um align existing formal organizational practices.
[2024-06-24T15:45:14.188Z]	<Transcriber>	Dmitri_Zagidulin: And then uh elico.
[2024-06-24T15:45:32.226Z]	<Transcriber>	Dmitri_Zagidulin: How would this look how would this look like in a digitally signed credential the self-signed credential plus the notary uh excellent question and and we hope uh Phil and I hope to present on that in the future and I see.
[2024-06-24T15:45:32.422Z]	<Mahesh_Balan_-_pocketcred.com>	What about x509 certificate extensions feature - I heard something about it in the last IIW
[2024-06-24T15:45:35.396Z]	<Transcriber>	Dmitri_Zagidulin: Uh Phil Miku go ahead so.
[2024-06-24T15:46:07.951Z]	<Dmitri_Zagidulin>	@Mahesh - sure, so, 509x is just another signature / 'sealing' technology, definitely usable for credentials
[2024-06-24T15:46:35.564Z]	<Transcriber>	PL/T3: Yeah this is very helpful conversation actually for for those of us um uh like Nate and ourselves and others that are looking at how we try to transpose what institutions and corporate um in nonprofit art work corporate um mechanisms of impose of of uh either professional development or educational uh acquisition of Knowledge and Skills are have been doing for for centuries frankly um to into a world which is more unstructured and uh and less uh opaque less transparent I should say um and 1 of the things I think that we're continuing to harp on that is trying to bridge this Gap Demetri already mentioned and that is the presidents of third-party evidence and assessments that an individual can offer in in support of the claim that they're in that they're self asserting um so that there is uh there.
[2024-06-24T15:46:36.357Z]	<Transcriber>	PL/T3:  opportunity for.
[2024-06-24T15:47:37.566Z]	<Transcriber>	PL/T3: Entities whether they are um testing center or a in another individual with reputational value or other sorts of um of alignments that are more associated with uh formally structured issued credentials from an entity and organization that has at least in the higher education sense the Notions of accreditation that sort of check on the practices that are being used by which the acquisition is taking place to see if they conform to um things that are well known to um increase the probability that the acquisition claims is actually uh 1 that the person um is capable of to demonstrating in another in another context so I think that's where the the the issues are and any of us that are interested in this could the more sharing we do about possible Connections in this regard will help all of us and the last 1 that Dmitri mentioned was um the the context of the.
[2024-06-24T15:47:38.206Z]	<Transcriber>	PL/T3:  your address.
[2024-06-24T15:47:59.166Z]	<Nate_Otto>	How quickly could a verifier consume all of these forms of evidence? How much time will a reviewer take with each of individual's self-issued claims. Or is the relevant user imagined to be in the process of reviewing 300 resumes and unable to spend more than a minute on each one?
[2024-06-24T15:48:13.700Z]	<Dmitri_Zagidulin>	EXCELLENT question, Nate
[2024-06-24T15:48:14.275Z]	<Transcriber>	PL/T3: And in effect we've been talking about the idea of a personal recommendation graphs that 1 might be able to uh develop that are associated with particular dimensions of 1's types of skills that 1 that that 1 is claiming so that there is the this the start of at least of a collection that um facilitates a third another independent third parties opportunity to judge that self-claimed um with a set of things um that is more than just a random individual picked so thanks.
[2024-06-24T15:48:24.593Z]	<Transcriber>	Dmitri_Zagidulin: Thanks Phil uh Nate brings up another excellent question chat how quickly could a verify consume all of these uh forms of evidence meaning.
[2024-06-24T15:48:35.602Z]	<Transcriber>	Dmitri_Zagidulin: The the the the promise of digital credentials is a sort of instantaneous uh verification process except it's not right so this is this is 1 of the.
[2024-06-24T15:48:44.113Z]	<Transcriber>	Dmitri_Zagidulin: 1 of the fundamental insights uh we're all starting to have as a community in in implementing these credentials is that.
[2024-06-24T15:48:52.842Z]	<Transcriber>	Dmitri_Zagidulin: We we don't want to oversell it as an instant uh verification human judgment still has to get involved even if it is.
[2024-06-24T15:49:10.879Z]	<Transcriber>	Dmitri_Zagidulin: Upfront human judgment on which trust Registries do we pick so that if an ident if a signature from that uh entity shows up then we know we can trust it but in so many cases and as nay points out especially in uh self issue credentials and evidence.
[2024-06-24T15:49:19.854Z]	<Transcriber>	Dmitri_Zagidulin: We're still going to need human judgment which is incidentally uh why it's super important to make sure that your issuing and verify your protocols.
[2024-06-24T15:49:23.819Z]	<Transcriber>	Dmitri_Zagidulin: Deeply asynchronous that there can be.
[2024-06-24T15:49:37.879Z]	<Transcriber>	Dmitri_Zagidulin: Minutes and hours and days and weeks between a submission for verification and a response back right we need to make sure to build into our protocols uh this essentially humans being involved.
[2024-06-24T15:49:43.832Z]	<Transcriber>	Dmitri_Zagidulin: Okay so we've got uh almost nearing time.
[2024-06-24T15:49:54.868Z]	<Transcriber>	Dmitri_Zagidulin: And and we want to encourage uh everyone at the end of the call to uh re to reach out to us if you have a topic you want to speak on.
[2024-06-24T15:50:02.337Z]	<Transcriber>	Dmitri_Zagidulin: Right so we're uh as always we're looking for uh presenters and speakers on these weekly calls.
[2024-06-24T15:50:04.806Z]	<Transcriber>	Dmitri_Zagidulin: Uh so if you.
[2024-06-24T15:50:05.132Z]	<Transcriber>	Dmitri_Zagidulin:  if you have a.
[2024-06-24T15:50:08.866Z]	<Transcriber>	Dmitri_Zagidulin: Project you want to showcase a topic you want to present on uh please um.
[2024-06-24T15:50:20.312Z]	<Dmitri_Zagidulin>	dzagidulin@gmail.com
[2024-06-24T15:50:24.862Z]	<Transcriber>	Dmitri_Zagidulin: Uh um email ildico email myself uh email Simone uh we'll drop some uh emails in the chat here here's mine and chair hers and so on uh please reach out to us.
[2024-06-24T15:50:25.118Z]	<Transcriber>	Dmitri_Zagidulin:  okay but.
[2024-06-24T15:50:26.356Z]	<PL/T3>	It might be useful  to dig a little deeper into what attributes people associate with a well regarded 'brand' which institutionally issued credentials develop and are used as a proxy supporting trust in the assertions claimed.
[2024-06-24T15:50:26.885Z]	<Ildiko_Mazar>	ildiko.mazar@nttdata.com
[2024-06-24T15:50:30.343Z]	<Transcriber>	Dmitri_Zagidulin: In the in the 10 minutes or so that's left I I want to make sure uh we highlight the.
[2024-06-24T15:50:34.827Z]	<Transcriber>	Dmitri_Zagidulin: 2 things 1 is.
[2024-06-24T15:50:38.848Z]	<Transcriber>	Dmitri_Zagidulin: Well I I I want to talk about.
[2024-06-24T15:50:50.889Z]	<Transcriber>	Dmitri_Zagidulin: Again the value and the difficulty of structured versus unstructured data and fill in chat points out might be useful to dig deeper into what attributes people associate with well regarded brand.
[2024-06-24T15:51:05.899Z]	<Transcriber>	Dmitri_Zagidulin: Uh that are used as proxy supporting trust in the assertions claimed yes absolutely I think that's that investigation is crucial to the whole field of verifiable credentials oh yeah and the other thing that I wanted to briefly address is just to answer all the questions uh what does.
[2024-06-24T15:51:21.434Z]	<Transcriber>	Dmitri_Zagidulin: A notary or an endorser look like uh does a notary just uh add a signature to the existing uh credential or what uh and yes so adding a signature is always a solution but it's never the best solution uh.
[2024-06-24T15:51:29.890Z]	<Transcriber>	Dmitri_Zagidulin: There fortunately verify the credentials have other mechanisms uh that are sort of the equivalent of uh the attached.
[2024-06-24T15:51:36.879Z]	<Transcriber>	Dmitri_Zagidulin: I always find it helpful to think about uh real world processes on um.
[2024-06-24T15:51:46.890Z]	<Transcriber>	Dmitri_Zagidulin: And then and then mimic them in credential uh scum orphism so to speak right think about what the procedure for a notary is uh I have a document.
[2024-06-24T15:52:05.934Z]	<Transcriber>	Dmitri_Zagidulin: Know uh self attestation about something and then I attached I include another separate document from the notary that says I reviewed this and and my notary number is this and here's my sign uh I have reviewed the attached right so even in the real world we have this notion of attachments and hyperlinks.
[2024-06-24T15:52:14.872Z]	<Transcriber>	Dmitri_Zagidulin: We say things like the above the attached document and so on uh and so similar.
[2024-06-24T15:52:15.631Z]	<Ildiko_Mazar>	I'd also like to add to Phil's observation: at what level of data-richness we start seeing digital credentials as having high quality? We discuss this a lot in the ELM Team.
[2024-06-24T15:52:19.891Z]	<Transcriber>	Dmitri_Zagidulin: Techniques can be used in the credential World by the notion of um.
[2024-06-24T15:52:28.901Z]	<Transcriber>	Dmitri_Zagidulin: Links by the cryptographically secured or not uh attachments embedding and so on uh but that sounds like a great topic uh in general.
[2024-06-24T15:52:31.872Z]	<Transcriber>	Dmitri_Zagidulin: For another presentation uh but super quick.
[2024-06-24T15:52:34.859Z]	<Transcriber>	Dmitri_Zagidulin: It turns out that.
[2024-06-24T15:52:42.369Z]	<Transcriber>	Dmitri_Zagidulin: That that turning.
[2024-06-24T15:52:53.394Z]	<Transcriber>	Dmitri_Zagidulin: Unstructured text even if it is a text in somebody's mind uh into structured machine actionable is actually really hard what do I mean by that.
[2024-06-24T15:52:59.876Z]	<Transcriber>	Dmitri_Zagidulin: Think about developing a uh free form tool to issue.
[2024-06-24T15:53:07.378Z]	<Transcriber>	Dmitri_Zagidulin: Self issued verifiable credentials which which is exactly what we're working on with Phil the the link claims author and the resume author.
[2024-06-24T15:53:14.890Z]	<Transcriber>	Dmitri_Zagidulin: Think about if you're managing a development team or you're a developer and you're sitting down and your task is uh come up with.
[2024-06-24T15:53:23.904Z]	<Transcriber>	Dmitri_Zagidulin: John purpose tool or somebody can come and produce any kind of credential or but not just any kind of credential let's narrow it down let's say it's a skill assertion.
[2024-06-24T15:53:27.878Z]	<Transcriber>	Dmitri_Zagidulin: This this tool is going to produce scale assertions.
[2024-06-24T15:53:48.431Z]	<Transcriber>	Dmitri_Zagidulin: The the trivial sort of solution is okay you have a form uh and it's like your name name of the skill the description of the skill what steps did you did you have to take to to get it do you have any sort of supporting evidence right so that's the.
[2024-06-24T15:53:49.188Z]	<Transcriber>	Dmitri_Zagidulin: Sort of the.
