[Tue 11:04:00] <manu>	scribe: bsletten
[Tue 12:01:04] <CarlaCasilli>	+1 manager
[Tue 12:01:04] <jasonweaver>	+1 curator
[Tue 12:01:05] <phofmanntsy>	+1 manager
[Tue 12:01:09] <stone>	+1 curator
[Tue 12:01:10] <dlongley>	+1 curator, terminology is unique
[Tue 12:01:14] <ShaneM>	manator
[Tue 12:01:19] <bsletten_>	term = Random(Select(manager, curator))
[Tue 12:01:21] <CarlaCasilli>	manator!!!
[Tue 12:01:29] <bsletten_>	+1 Manator
[Tue 12:01:29] *	dezell is unable to make up his mind.
[Tue 12:01:29] <ShaneM>	change my vote ; +1 curator.  it us unique
[Tue 12:01:51] <burn>	synonyms for vault:  bag,	barrel,	basket,	belly,	bin,	bladder,	bottle,	bowl,	box,	bucket,	cabinet,	can, case,	cask,	chest,	closet,	container,	crate,	cup,	cupboard,	decanter,	drawer, drum,	flask,	holder,	jar,	jug,	ladle,	locker,	pocket,	pot,	pouch,	purse, receptacle,	repository,	reservoir,	sack,	shelf,	stomach,	storage,	suitcase,	tank, tray,	trunk,	vat,	wallet.
[Tue 12:01:57] <erkorb_rm>	loop()
[Tue 12:02:09] <Rebecca>	Why is not an "issuer" of the credential?
[Tue 12:02:09] <ShaneM>	claim repository?
[Tue 12:02:16] <burn>	+1 curator if absolutely necessary
[Tue 12:02:25] <bsletten_>	+1 curator
[Tue 12:02:27] <dlongley>	+1 to valuable things idea
[Tue 12:02:37] *	dlongley any other nouns for "storage" that work?
[Tue 12:02:42] <ShaneM>	curator ALSO feels like it could have some intelligence
[Tue 12:02:45] <bsletten_>	sletten: Manager = consensus agent
[Tue 12:02:50] <CarlaCasilli>	but the curation should be on the holder's part, and the credential repository org is not the curator but rather the recipient of the curation
[Tue 12:03:16] <dlongley>	my biggest plus for curator is its uniqueness ... and it could become uniquitous -- as Shane says :)
[Tue 12:03:31] <erkorb_rm>	curator implies management
[Tue 12:03:33] <bsletten_>	brian: Carla, this is why I thought we may have tangled concepts here.
[Tue 12:03:42] <burn>	why not repository?  several irc comments have used exactly that word
[Tue 12:03:47] <CarlaCasilli>	agreed, bsletten_
[Tue 12:04:04] <ottonomy>	Oh, the reason I was -1 on curator was because I would prefer to think of the service I use to store my credential as more of a dumb bucket. Even though I would probably build some intelligence into my bucket when I build one.
[Tue 12:04:17] <CarlaCasilli>	repository = +1
[Tue 12:04:22] <gkellogg>	A curator might dispose of expired credentials (otherwise, what’s to curate?)
[Tue 12:04:28] <burn>	yes, I wish we had repositor :) (creating a noun from repository)
[Tue 12:04:41] <ShaneM>	Rebecca: check out this diagram http://w3c.github.io/webpayments-ig/VCTF/use-cases/#how-a-verifiable-claim-might-be-created
[Tue 12:04:52] <dlongley>	credential archive ... archivist
[Tue 12:04:52] *	dezell how about "governor"?
[Tue 12:05:03] <dlongley>	credential depot
[Tue 12:05:07] <stone>	-1 governor
[Tue 12:05:07] <ShaneM>	dezell: governor feels like something that slows things down ;-)
[Tue 12:05:34] <stone>	credential bureau
[Tue 12:05:40] <voip-vctf>	Shane McCarron [SIP/callcentric.com-00000974] has left the conference.
[Tue 12:05:41] <manu>	choices: manager, curator, repository
[Tue 12:05:52] <burn>	+1 repository, -1 manager
[Tue 12:05:53] <dlongley>	-1 manager
[Tue 12:05:55] <BillDeL>	+1 curator
[Tue 12:05:56] <ottonomy>	+1 manager, 0 curator, +1 repository
[Tue 12:06:03] <dezell>	+1 curator
[Tue 12:06:04] <manu>	+1 curator, -1 manager, +0 repository
[Tue 12:06:05] <bsletten_>	+1 repository, +1 curator, 0 manager
[Tue 12:06:05] <phofmanntsy>	+repository
[Tue 12:06:07] <stone>	-1 manager; 0 curator; +1 repository
[Tue 12:06:08] <gkellogg>	+1 manager, -1 curator, +1 repository
[Tue 12:06:09] <voip-vctf>	Shane McCarron [SIP/callcentric.com-00000975] has joined the conference.
[Tue 12:06:12] <CarlaCasilli>	+ 1 repository, -1 curator, +1 manager
[Tue 12:06:16] <ShaneM>	+1 repository, -1 manager, 0 curator
[Tue 12:06:19] <dlongley>	+1 curator, +1 repository
[Tue 12:06:19] <erkorb_rm>	+1 curator
[Tue 12:06:23] <mediaprophet>	-1 manager +1 curator
[Tue 12:06:29] *	ShaneM notes this is hysterical
[Tue 12:06:29] <jasonweaver>	-1 manager, +1 curator, +1 repository
[Tue 12:06:41] <stone>	+1 shaneM
[Tue 12:06:49] <dlongley>	i do like the alliteration of "credential curator" :)
[Tue 12:06:56] <mediaprophet>	+1 repository
[Tue 12:06:56] <bsletten_>	sletten: Eventual consistency and consensus protocols in action.
[Tue 12:07:24] <erkorb_rm>	-1
[Tue 12:07:44] <erkorb_rm>	Digital curation is the selection, preservation, maintenance, collection and archiving of digital assets. Digital curation establishes, maintains and adds value to repositories of digital data for present and future use. This is often accomplished by archivists, librarians, scientists, historians, and scholars.
[Tue 12:07:44] <erkorb_rm>	Digital curation - Wikipedia, the free encyclopedia
[Tue 12:07:53] <mediaprophet>	how about bank?
[Tue 12:07:55] <mediaprophet>	credential bank
[Tue 12:08:04] <ShaneM>	erkorb_rm: thanks for that.
[Tue 12:08:06] <mediaprophet>	credential account?
[Tue 12:08:09] <stone>	+1 manu comment
[Tue 12:08:39] <erkorb_rm>	+1 Accreditrust see themselves as a "curation curator"
[Tue 12:08:43] <dlongley>	sounds crude ... not sure i'd want to put my credentials in a repository :/
[Tue 12:08:57] <erkorb_rm>	-curation
[Tue 12:09:00] <CarlaCasilli>	thanks!
[Tue 12:09:02] *	dlongley we didn't decide on inspector
[Tue 12:09:04] <dlongley>	did we?
[Tue 12:09:11] <voip-vctf>	Manu Sporny [SIP/6000-0000095a] has left the conference.
[Tue 12:09:11] <ShaneM>	dlongley: no.  but out o time
[Tue 12:09:14] *	dlongley ok
[Tue 12:09:15] <burn>	marketing:  "yes, we are better than a repository,  we are curators" .  Makes perfect sense.
[Tue 12:09:16] <voip-vctf>	Shane McCarron [SIP/callcentric.com-00000975] has left the conference.
[Tue 12:09:16] <voip-vctf>	jasonweaver [SIP/sip2sip.info-00000968] has left the conference.
[Tue 12:09:16] <voip-vctf>	Carla Casilli [SIP/sip2sip.info-00000971] has left the conference.
[Tue 12:09:18] <voip-vctf>	BillDeL [SIP/sip2sip.info-0000096b] has left the conference.
[Tue 12:09:20] <voip-vctf>	Dave Longley [SIP/6002-00000958] has left the conference.
[Tue 12:09:20] *	Colleen has quit ("Page closed")
[Tue 12:09:22] <voip-vctf>	Gregg Kellogg [SIP/10.0.1.39-00000962] has left the conference.
[Tue 12:09:23] <bsletten_>	Manu: No call next week, but we'll meet the following week to discuss how the meeting went.
[Tue 12:09:27] *	BillDeL has quit ("ChatZilla 0.9.92 [Firefox 44.0.2/20160210153822]")
[Tue 12:09:39] *	gkellogg has quit (gkellogg)
[Tue 12:09:39] *	gkellogg_ is now known as gkellogg
[Tue 12:09:45] *	bsletten_ has quit ("Page closed")
[Tue 12:09:46] <ottonomy>	With Concentric Sky hat on, we're fine with repository as a generic term, but we'd add in the "intelligence" as a upsell to our repository option and into its branding.  (btw, /me is Nate Otto, usually use a different nick for this channel)
[Tue 12:09:47] *	jasonweaver has quit ("Page closed")
[Tue 12:09:52] <voip-vctf>	Brian Sletten [SIP/sip2sip.info-00000964] has left the conference.
[Tue 12:09:57] *	mediaprophet has quit ("Page closed")
[Tue 12:09:58] <voip-vctf>	Nate Otto [SIP/sip2sip.info-00000960] has left the conference.
[Tue 12:10:01] <burn>	sorry, my comment sounded snide but wasn't meant to be.  i think this is the right path.
[Tue 12:10:45] *	burn has quit ("Page closed")
[Tue 12:11:16] *	stone has quit (Client closed connection)
[Tue 12:11:31] <manu>	Didn't take your comment as snide, Dan :)

